ID,ID COLLEZIONISTA,Nazione,Città,Collezionista,Luogo,# inv.,da,a,Modalità di Acquisizione,Nazione 2,Città 2,Venditore,Nome,Note,Archivio,Segnatura,Documento
FR 028,400.0,Italia,Napoli (?),Gioacchino Murat (?),Real Museo Borbonico (?),Missing Value,1808,1809,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 028,401.0,Francia,Rueil-Malmaison (?),Giuseppina di Beauharnais (?),Château de Malmaison  (?),Missing Value,1809,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Donato da Gioacchino Murat e Carolina Bonaparte (?),Missing Value,Missing Value,Missing Value
FR 028,402.0,Francia,Rueil-Malmaison (?),Eugenio di Beauharnais (?) / Ortensia di Beauharnais (?),Château de Malmaison  (?),Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 028,403.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2760,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistato da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 83, n. 2760"
FR 029,404.0,Italia,Napoli (?),Gioacchino Murat (?),Real Museo Borbonico (?),Missing Value,1808,1809,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 029,405.0,Francia,Rueil-Malmaison (?),Giuseppina di Beauharnais (?),Château de Malmaison  (?),Missing Value,1809,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Donato da Gioacchino Murat e Carolina Bonaparte (?),Missing Value,Missing Value,Missing Value
FR 029,406.0,Francia,Rueil-Malmaison (?),Eugenio di Beauharnais (?) / Ortensia di Beauharnais (?),Château de Malmaison  (?),Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 029,407.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2763,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistato da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 83, n. 2763"
FR 030,408.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Bayardi 1473,1771,1806,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Tagliata dal contesto originario il 21 settembre 1771 e quindi spostata nell'Herculanense Museum,Missing Value,Missing Value,Missing Value
FR 030,409.0,Italia,Portici,Giuseppe Bonaparte,Herculanense Museum,Bayardi 1473,1806,1808,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 030,410.0,Italia,Portici,Gioacchino Murat,Herculanense Museum,Bayardi 1473,1808,1815,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 030,411.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Arditi 198,1815,1825,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 030,412.0,Italia,Portici,Francesco I di Borbone,Herculanense Museum,Arditi 198,1825,1826,Successione,Missing Value,Missing Value,Missing Value,Missing Value,"Inviata al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donata a Carlo X",Napoli ASMANN,Inventario Arditi,"Inventario delle Pitture antiche esistenti nel Museo Regale Borbonico in Portici, 1826, inv. 198"
FR 030,412.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Commandes, acquisitions, dons, 20150162/162 ","Règne de Charles X: musées royaux (peinture, dessins, sculptures) (1824-1831), Tome 2, 1824-1831, p. 79, n. 76 [74]"
FR 031,413.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Bayardi 1473,1771,1806,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Tagliata dal contesto originario il 21 settembre 1771 e quindi spostata nell'Herculanense Museum,Missing Value,Missing Value,Missing Value
FR 031,414.0,Italia,Portici,Giuseppe Bonaparte,Herculanense Museum,Bayardi 1473,1806,1808,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 031,415.0,Italia,Portici,Gioacchino Murat,Herculanense Museum,Bayardi 1473,1808,1815,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 031,416.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Arditi 198,1815,1825,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 031,417.0,Italia,Portici,Francesco I di Borbone,Herculanense Museum,Arditi 198,1825,1826,Successione,Missing Value,Missing Value,Missing Value,Missing Value,"Inviata al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donata a Carlo X",Napoli ASMANN,Inventario Arditi,"Inventario delle Pitture antiche esistenti nel Museo Regale Borbonico in Portici, 1826, inv. 198"
FR 031,417.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Commandes, acquisitions, dons, 20150162/162 ","Règne de Charles X: musées royaux (peinture, dessins, sculptures) (1824-1831), Tome 2, 1824-1831, p. 79, n. 76 [74]"
FR 032,418.0,Italia,Portici,Francesco I di Borbone,Real Museo Borbonico (?),Missing Value,1825,1826,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Donata a Carlo X,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Commandes, acquisitions, dons, 20150162/162 ","Règne de Charles X: musées royaux (peinture, dessins, sculptures) (1824-1831), Tome 2, 1824-1831, p. 79, n. 67 [65]"
FR 033,419.0,Italia,Napoli,Francesco I di Borbone,Real Museo Borbonico,Arditi 5832,1825,1826,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,"Inviato al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donato a Carlo X",Napoli ASMANN,"III C5, 8","

"
FR 033,419.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Commandes, acquisitions, dons, 20150162/162 ","Règne de Charles X: musées royaux (peinture, dessins, sculptures) (1824-1831), Tome 2, 1824-1831, p. 79, n. 60 [58]"
FR 034,420.0,Francia,Parigi,Charles-Alexandre-Amaury Pineu-Duval (alias Amaury Duval),Missing Value,Missing Value,1799,1801,Furto,Missing Value,Missing Value,Missing Value,Missing Value,"Ingressato nella Bibliothèque nationale de France - département des Monnaies, médailles et antiques il 6 luglio 1801 ",Missing Value,Missing Value,Missing Value
FR 035,421.0,Francia,Parigi,Charles-Alexandre-Amaury Pineu-Duval (alias Amaury Duval),Missing Value,Missing Value,1799,1801,Furto,Missing Value,Missing Value,Missing Value,Missing Value,"Ingressato nella Bibliothèque nationale de France - département des Monnaies, médailles et antiques il 6 luglio 1801 ",Missing Value,Missing Value,Missing Value
FR 036,422.0,Francia,Parigi,Charles-Alexandre-Amaury Pineu-Duval (alias Amaury Duval),Missing Value,Missing Value,1799,1801,Furto,Missing Value,Missing Value,Missing Value,Missing Value,"Ingressata nella Bibliothèque nationale de France - département des Monnaies, médailles et antiques il 6 luglio 1801 ",Missing Value,Missing Value,Missing Value
FR 037,423.0,Italia,Napoli,Francesco I di Borbone,Real Museo Borbonico,Arditi 5832,1825,1826,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,"Inviato al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donato a Carlo X",Napoli ASMANN,"III C5, 8",Missing Value
FR 037,423.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Commandes, acquisitions, dons, 20150162/162 ","Règne de Charles X: musées royaux (peinture, dessins, sculptures) (1824-1831), Tome 2, 1824-1831, p. 79, n. 60 [58] "
FR 038,424.0,Italia,Napoli,Francesco I di Borbone,Real Museo Borbonico,Missing Value,1825,1826,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,"Estratto dal magazzino del Real Museo Borbonico e inviato al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donato a Carlo X",Napoli ASMANN,"III C5, 8",Missing Value
FR 038,424.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Commandes, acquisitions, dons, 20150162/162 ","Règne de Charles X: musées royaux (peinture, dessins, sculptures) (1824-1831), Tome 2, 1824-1831, p. 79, n. 62 [60] "
FR 039,425.0,Italia,Napoli,Francesco I di Borbone,Real Museo Borbonico,Missing Value,1825,1826,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,"Estratto dal magazzino del Real Museo Borbonico e inviato al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donato a Carlo X",Napoli ASMANN,"III C5, 8",Missing Value
FR 039,425.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Commandes, acquisitions, dons, 20150162/162 ","Règne de Charles X: musées royaux (peinture, dessins, sculptures) (1824-1831), Tome 2, 1824-1831, p. 79, n. 59 [57] "
FR 040,426.0,Italia,Napoli,Ferdinando I di Borbone,Real Museo Borbonico,Missing Value,1822,1825,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Napoli ASMANN,"III C5, 8",Missing Value
FR 040,427.0,Italia,Napoli,Francesco I di Borbone,Real Museo Borbonico,Missing Value,1825,1826,Successione,Missing Value,Missing Value,Missing Value,Missing Value,"Inviata al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donata a Carlo X",Napoli ASMANN,"III C5, 8",Missing Value
FR 040,427.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Commandes, acquisitions, dons, 20150162/162 ","Règne de Charles X: musées royaux (peinture, dessins, sculptures) (1824-1831), Tome 2, 1824-1831, p. 79, n. 66 [64] "
FR 041,428.0,Italia,Napoli,Ferdinando I di Borbone,Real Museo Borbonico,Missing Value,1823,1825,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Napoli ASMANN,"III C5, 8",Missing Value
FR 041,429.0,Italia,Napoli,Francesco I di Borbone,Real Museo Borbonico,Missing Value,1825,1826,Successione,Missing Value,Missing Value,Missing Value,Missing Value,"Inviato al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donato a Carlo X",Napoli ASMANN,"III C5, 8",Missing Value
FR 041,429.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Commandes, acquisitions, dons, 20150162/162 ","Règne de Charles X: musées royaux (peinture, dessins, sculptures) (1824-1831), Tome 2, 1824-1831, p. 79, n. 65 [63] "
FR 042,430.0,Italia,Napoli,Ferdinando I di Borbone,Real Museo Borbonico,Missing Value,1819,1825,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Napoli ASMANN,"III C5, 8",Missing Value
FR 042,431.0,Italia,Napoli,Francesco I di Borbone,Real Museo Borbonico,Missing Value,1825,1826,Successione,Missing Value,Missing Value,Missing Value,Missing Value,"Inviato al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donato a Carlo X",Napoli ASMANN,"III C5, 8",Missing Value
FR 042,431.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Commandes, acquisitions, dons, 20150162/162 ","Règne de Charles X: musées royaux (peinture, dessins, sculptures) (1824-1831), Tome 2, 1824-1831, p. 79, n. 63 [61] "
FR 043,432.0,Italia,Napoli,Ferdinando I di Borbone,Real Museo Borbonico,Missing Value,1822,1825,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Napoli ASMANN,"III C5, 8",Missing Value
FR 043,433.0,Italia,Napoli,Francesco I di Borbone,Real Museo Borbonico,Missing Value,1825,1826,Successione,Missing Value,Missing Value,Missing Value,Missing Value,"Inviata al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donata a Carlo X",Napoli ASMANN,"III C5, 8",Missing Value
FR 043,433.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Commandes, acquisitions, dons, 20150162/162 ","Règne de Charles X: musées royaux (peinture, dessins, sculptures) (1824-1831), Tome 2, 1824-1831, p. 79, n. 64 [62] "
FR 044,434.0,Italia,Napoli,Ferdinando I di Borbone (?),Missing Value,Missing Value,ante 1821 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 044,435.0,Italia,Napoli,Francesco I di Borbone (?),Missing Value,Missing Value,1825 (?),1826 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 044,436.0,Francia,Tolosa,Antoine Bibent,Missing Value,Missing Value,1821-1826,1831,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 044,437.0,Francia,Tolosa,Missing Value,Musée des Antiques de Toulouse,Missing Value,1831,1892,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,"Acquistata il 9 aprile 1831 – assieme all'intera collezione antiquariale del defunto Antoine Bibent, pagata la somma complessiva di 500 franchi – dall'amministrazione comunale di Tolosa, quindi ingressata nel Musée des Antiques de Toulouse (installato nel convento degli Agostiniani)",Missing Value,Missing Value,Missing Value
FR 045,438.0,Italia,Napoli,Ferdinando I di Borbone (?),Missing Value,Missing Value,ante 1821 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 045,439.0,Italia,Napoli,Francesco I di Borbone (?),Missing Value,Missing Value,1825 (?),1826 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 045,440.0,Francia,Tolosa,Antoine Bibent,Missing Value,Missing Value,1821-1826,1831,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 045,441.0,Francia,Tolosa,Missing Value,Musée des Antiques de Toulouse,Missing Value,1831,1892,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,"Acquistata il 9 aprile 1831 – assieme all'intera collezione antiquariale del defunto Antoine Bibent, pagata la somma complessiva di 500 franchi – dall'amministrazione comunale di Tolosa, quindi ingressato nel Musée des Antiques de Toulouse (installato nel convento degli Agostiniani)",Missing Value,Missing Value,Missing Value
FR 046,442.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,Missing Value,ante 1825,1825,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Acquistata da Carlo X per il Musée du Louvre l'8 febbraio 1825,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 87, n. 2811      "
FR 047,443.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,Missing Value,ante 1825,1825,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Acquistato da Carlo X per il Musée du Louvre l'8 febbraio 1825,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 113, n. 4937      "
FR 048,444.0,Italia,Napoli,Ferdinando I di Borbone (?),Missing Value,Missing Value,ante 1821 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 048,445.0,Italia,Napoli,Francesco I di Borbone (?),Missing Value,Missing Value,1825 (?),1826 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 048,446.0,Francia,Tolosa,Antoine Bibent,Missing Value,Missing Value,1821-1826,1831,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 048,447.0,Francia,Tolosa,Missing Value,Musée des Antiques de Toulouse,Missing Value,1831,1892,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,"Acquistato il 9 aprile 1831 – assieme all'intera collezione antiquariale del defunto Antoine Bibent, pagata la somma complessiva di 500 franchi – dall'amministrazione comunale di Tolosa, quindi ingressato nel Musée des Antiques de Toulouse (installato nel convento degli Agostiniani)",Missing Value,Missing Value,Missing Value
GB 001,448.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,1783,1806,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 001,449.0,Italia,Portici,Giuseppe Bonaparte,Herculanense Museum,Missing Value,1806,1808,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 001,450.0,Italia,Portici,Gioacchino Murat,Herculanense Museum,Missing Value,1808,1815,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 001,451.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,1815,1825,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Trasferita – verosimilmente nel 1823 – dall'Herculanense Museum di Portici al Real Museo Borbonico di Napoli,Napoli ASMANN,"III C5, 8",Missing Value
GB 001,452.0,Italia,Portici,Francesco I di Borbone,Herculanense Museum,Missing Value,1825,1826,Successione,Missing Value,Missing Value,Missing Value,Missing Value,"Inviata al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale (?), al fine di essere donata a Carlo X ",Napoli ASMANN,"III C5, 8",Missing Value
GB 001,453.0,Francia,Parigi,Carlo X,Missing Value,Missing Value,1826,post 1829,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 001,454.0,Francia,Parigi,Pierre-Louis-Jean-Casimir de Blacas d'Aulps,Missing Value,Missing Value,post 1829,1839,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 001,455.0,Francia,Parigi,Louis-Charles-Pierre-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1839,1866,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Dopo che il governo francese non riuscì ad acquistarlo, il reperto fu venduto (assieme all'intera collezione) dagli eredi di Louis-Charles-Pierre-Casimir de Blacas d'Aulps a Charles Thomas Newton – emissario de The British Museum – il 25 novembre 1866",Missing Value,Missing Value,Missing Value
GB 002,456.0,Italia,Napoli,Carolina Bonaparte,Palazzo Reale,Missing Value,1812,1815,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 002,457.0,Francia,Parigi,Pierre-Louis-Jean-Casimir de Blacas d'Aulps,Missing Value,Missing Value,post 1815,1839,Acquisto,Italia,Roma,Mercante,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 002,458.0,Francia,Parigi,Louis-Charles-Pierre-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1839,1866,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Dopo che il governo francese non riuscì ad acquistarlo, il reperto fu venduto (assieme all'intera collezione) dagli eredi di Louis-Charles-Pierre-Casimir de Blacas d'Aulps a Charles Thomas Newton – emissario de The British Museum – il 25 novembre 1866",Missing Value,Missing Value,Missing Value
GB 003,459.0,Italia,Napoli,William Hamilton,"Palazzo Sessa - vico Santa Maria a Cappella Vecchia, 31",Missing Value,post 1764,1772,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 004,460.0,Italia,Napoli,William Hamilton,"Palazzo Sessa - vico Santa Maria a Cappella Vecchia, 31",Missing Value,post 1764,1772,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 005,461.0,Inghilterra,Londra,John Soane,"12-14, Lincoln's Inn Fields",Missing Value,1779,1837,Furto,Missing Value,Missing Value,Missing Value,Missing Value,John Soane asportò il frammento durante la sua visita a Pompei nel 1779 e lo importò a casa nel 1780,Londra TPSA,Missing Value,"Inventory of the… Works of Art in Sir John Soane’s Museum, AB, 1837, p. 10"
GB 006,462.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,1800,1806,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 006,463.0,Italia,Portici,Giuseppe Bonaparte,Herculanense Museum,Missing Value,1806,1808,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 006,464.0,Italia,Portici,Gioacchino Murat,Herculanense Museum,Missing Value,1808,1815,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 006,465.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Arditi 1500,1815,1825,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Napoli ASMANN,"III C5, 8",Missing Value
GB 006,466.0,Italia,Portici,Francesco I di Borbone,Herculanense Museum,Arditi 1500,1825,1826,Successione,Missing Value,Missing Value,Missing Value,Missing Value,"Inviata al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donata a Pierre-Louis-Jean-Casimir de Blacas d'Aulps",Napoli ASMANN,"III C5, 8",Missing Value
GB 006,467.0,Francia,Parigi,Pierre-Louis-Jean-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1826,1839,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 006,468.0,Francia,Parigi,Louis-Charles-Pierre-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1839,1866,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Dopo che il governo francese non riuscì ad acquistarlo, il reperto fu venduto (assieme all'intera collezione) dagli eredi di Louis-Charles-Pierre-Casimir de Blacas d'Aulps a Charles Thomas Newton – emissario de The British Museum – il 25 novembre 1866",Missing Value,Missing Value,Missing Value
GB 007,469.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,1800,1806,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 007,470.0,Italia,Portici,Giuseppe Bonaparte,Herculanense Museum,Missing Value,1806,1808,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 007,471.0,Italia,Portici,Gioacchino Murat,Herculanense Museum,Missing Value,1808,1815,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 007,472.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Arditi 1501,1815,1825,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Napoli ASMANN,"III C5, 8",Missing Value
GB 007,473.0,Italia,Portici,Francesco I di Borbone,Herculanense Museum,Arditi 1501,1825,1826,Successione,Missing Value,Missing Value,Missing Value,Missing Value,"Inviata al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donata a Pierre-Louis-Jean-Casimir de Blacas d'Aulps",Napoli ASMANN,"III C5, 8",Missing Value
GB 007,474.0,Francia,Parigi,Pierre-Louis-Jean-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1826,1839,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 007,475.0,Francia,Parigi,Louis-Charles-Pierre-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1839,1866,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Dopo che il governo francese non riuscì ad acquistarlo, il reperto fu venduto (assieme all'intera collezione) dagli eredi di Louis-Charles-Pierre-Casimir de Blacas d'Aulps a Charles Thomas Newton – emissario de The British Museum – il 25 novembre 1866",Missing Value,Missing Value,Missing Value
GB 008,476.0,Italia,Napoli,Francesco I di Borbone,Palazzo Reale,Missing Value,1825,1826,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,"Inviata al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale (?), al fine di essere donata a Pierre-Louis-Jean-Casimir de Blacas d'Aulps ",Missing Value,Missing Value,Missing Value
GB 008,477.0,Francia,Parigi,Pierre-Louis-Jean-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1826,1839,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 008,478.0,Francia,Parigi,Louis-Charles-Pierre-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1839,1866,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Dopo che il governo francese non riuscì ad acquistarlo, il reperto fu venduto (assieme all'intera collezione) dagli eredi di Louis-Charles-Pierre-Casimir de Blacas d'Aulps a Charles Thomas Newton –emissario de The British Museum – il 25 novembre 1866",Missing Value,Missing Value,Missing Value
GB 009,479.0,Francia (?),Parigi (?),Pierre-Louis-Jean-Casimir de Blacas d'Aulps (?),Missing Value,Missing Value,ante 1839 (?),1839 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
